County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020 ,,,,,,
,,,,,,
#440 - Goleta Fire Station,,,,,,
"Lat 34-26-35, Long 119-51-13, Elev 75 ft",,,,,,
440,1943,1943,2,21,1.35,E401
440,1943,1943,2,22,0.77,E401
440,1943,1943,2,23,0.38,E401
440,1943,1943,2,24,0.59,E401
440,1943,1943,3,3,0.38,E401
440,1943,1943,3,4,0.62,E401
440,1943,1943,3,5,0.44,E401
440,1943,1943,3,7,0.05,E401
440,1943,1943,3,8,0.08,E401
440,1943,1943,3,9,0.64,E401
440,1943,1943,3,10,0.34,E401
440,1943,1943,3,18,0.35,E401
440,1943,1943,4,6,0.87,E401
440,1943,1943,4,15,0.14,E401
440,1944,1943,10,27,0.65,E401
440,1944,1943,12,6,0.6,E401
440,1944,1943,12,10,0.22,E401
440,1944,1943,12,11,1.78,E401
440,1944,1943,12,12,0.25,E401
440,1944,1943,12,19,0.4,E401
440,1944,1943,12,20,0.3,E401
440,1944,1943,12,21,0.94,E401
440,1944,1943,12,29,0.95,E401
440,1944,1943,12,30,0.4,E401
440,1944,1944,1,3,0.1,E401
440,1944,1944,1,6,0.2,E401
440,1944,1944,1,24,0.4,E401
440,1944,1944,1,25,0.2,E401
440,1944,1944,1,31,0.55,E401
440,1944,1944,2,4,1.56,E401
440,1944,1944,2,9,0.26,E401
440,1944,1944,2,19,0.16,E401
440,1944,1944,2,21,2.25,E401
440,1944,1944,2,22,1.44,E401
440,1944,1944,2,23,0.69,E401
440,1944,1944,2,26,0.31,E401
440,1944,1944,3,1,0.66,E401
440,1944,1944,3,3,0.69,E401
440,1944,1944,3,5,1.01,E401
440,1944,1944,4,27,1.59,E401
440,1945,1944,11,4,0.55,E401
440,1945,1944,11,10,0.58,E401
440,1945,1944,11,11,0.32,E401
440,1945,1944,11,12,1.93,E401
440,1945,1944,11,13,0.33,E401
440,1945,1944,11,14,0.06,E401
440,1945,1944,12,1,0.15,E401
440,1945,1944,12,23,0.31,E401
440,1945,1944,12,28,0.41,E401
440,1945,1944,12,29,0.3,E401
440,1945,1945,2,1,1.61,E401
440,1945,1945,2,2,3.3,E401
440,1945,1945,2,3,1.23,E401
440,1945,1945,2,14,0.03,E401
440,1945,1945,2,28,0.07,E401
440,1945,1945,3,2,0.62,E401
440,1945,1945,3,4,0.25,E401
440,1945,1945,3,15,1.04,E401
440,1945,1945,3,17,0.99,E401
440,1945,1945,3,21,0.46,E401
440,1945,1945,3,22,0.6,E401
440,1945,1945,3,25,0.55,E401
440,1945,1945,3,26,0.09,E401
440,1946,1945,10,15,0.14,E401
440,1946,1945,10,30,0.55,E401
440,1946,1945,11,6,0.46,E401
440,1946,1945,11,24,0.06,E401
440,1946,1945,11,29,0.27,E401
440,1946,1945,12,4,0.92,E401
440,1946,1945,12,5,0.08,E401
440,1946,1945,12,20,0.08,E401
440,1946,1945,12,22,4.06,E401
440,1946,1945,12,23,1.53,E401
440,1946,1945,12,25,0.56,E401
440,1946,1945,12,27,0.01,E401
440,1946,1946,1,3,0.33,E401
440,1946,1946,2,3,1.03,E401
440,1946,1946,2,15,0.04,E401
440,1946,1946,3,3,0.1,E401
440,1946,1946,3,13,0.1,E401
440,1946,1946,3,14,0.04,E401
440,1946,1946,3,19,0.32,E401
440,1946,1946,3,20,0.27,E401
440,1946,1946,3,21,0.05,E401
440,1946,1946,3,28,0.53,E401
440,1946,1946,3,29,0.2,E401
440,1946,1946,3,30,1.76,E401
440,1946,1946,3,31,0.37,E401
440,1947,1946,10,1,0.25,E401
440,1947,1946,10,15,0.33,E401
440,1947,1946,10,28,0.24,E401
440,1947,1946,11,11,0.69,E401
440,1947,1946,11,13,2.15,E401
440,1947,1946,11,14,0.45,E401
440,1947,1946,11,20,2,E401
440,1947,1946,11,23,1.72,E401
440,1947,1946,12,6,0.68,E401
440,1947,1946,12,7,0.05,E401
440,1947,1946,12,24,0.31,E401
440,1947,1946,12,26,1.31,E401
440,1947,1946,12,27,0.92,E401
440,1947,1946,12,28,0.02,E401
440,1947,1947,1,28,0.63,E401
440,1947,1947,2,9,0.55,E401
440,1947,1947,3,18,0.18,E401
440,1947,1947,3,20,0.23,E401
440,1947,1947,3,28,0.58,E401
440,1947,1947,3,29,0.04,E401
440,1947,1947,4,2,0.09,E401
440,1947,1947,5,27,0.4,E401
440,1948,1947,10,10,0.1,E401
440,1948,1947,10,29,0.22,E401
440,1948,1947,12,5,0.37,E401
440,1948,1947,12,6,0.03,E401
440,1948,1947,12,20,0.33,E401
440,1948,1948,2,5,0.64,E401
440,1948,1948,2,6,0.56,E401
440,1948,1948,2,7,0.11,E401
440,1948,1948,2,28,0.03,E401
440,1948,1948,3,14,1.1,E401
440,1948,1948,3,17,0.55,E401
440,1948,1948,3,18,0.08,E401
440,1948,1948,3,20,0.15,E401
440,1948,1948,3,24,2.25,E401
440,1948,1948,4,3,0.44,E401
440,1948,1948,4,4,0.19,E401
440,1948,1948,4,6,0.1,E401
440,1948,1948,4,9,0.04,E401
440,1948,1948,4,10,0.45,E401
440,1948,1948,4,29,0.45,E401
440,1948,1948,4,30,0.07,E401
440,1948,1948,5,30,0.44,E401
440,1948,1948,6,1,0.1,E401
440,1949,1948,10,11,0.04,E401
440,1949,1948,12,3,0.3,E401
440,1949,1948,12,14,0.06,E401
440,1949,1948,12,17,1.36,E401
440,1949,1948,12,18,0.06,E401
440,1949,1948,12,27,1.36,E401
440,1949,1948,12,28,0.1,E401
440,1949,1949,1,12,0.14,E401
440,1949,1949,1,14,0.07,E401
440,1949,1949,1,20,0.87,E401
440,1949,1949,1,22,0.41,E401
440,1949,1949,2,3,0.26,E401
440,1949,1949,2,7,0.42,E401
440,1949,1949,2,11,0.18,E401
440,1949,1949,2,24,0.4,E401
440,1949,1949,2,27,0.28,E401
440,1949,1949,3,2,0.47,E401
440,1949,1949,3,4,0.83,E401
440,1949,1949,3,10,1,E401
440,1949,1949,3,11,0.03,E401
440,1949,1949,3,19,0.52,E401
440,1949,1949,3,22,0.03,E401
440,1949,1949,3,24,0.1,E401
440,1949,1949,3,30,0.05,E401
440,1949,1949,4,17,0.09,E401
440,1949,1949,5,14,0.08,E401
440,1949,1949,5,17,0.3,E401
440,1949,1949,5,18,0.71,E401
440,1949,1949,5,19,0.47,E401
440,1950,1949,10,18,0.04,E401
440,1950,1949,11,9,1.8,E401
440,1950,1949,12,8,3.04,E401
440,1950,1949,12,9,0.38,E401
440,1950,1949,12,15,0.06,E401
440,1950,1949,12,18,0.92,E401
440,1950,1950,1,9,1.03,E401
440,1950,1950,1,11,0.7,E401
440,1950,1950,1,12,0.23,E401
440,1950,1950,1,14,0.39,E401
440,1950,1950,1,28,0.57,E401
440,1950,1950,2,5,2.22,E401
440,1950,1950,2,10,0.51,E401
440,1950,1950,3,24,1.59,E401
440,1950,1950,4,8,0.06,E401
440,1950,1950,4,9,0.47,E401
440,1950,1950,7,9,0.94,E401
440,1951,1950,9,17,0.21,E401
440,1951,1950,10,26,0.15,E401
440,1951,1950,10,27,0.88,E401
440,1951,1950,10,30,0.01,E401
440,1951,1950,11,13,0.57,E401
440,1951,1950,11,19,1.33,E401
440,1951,1950,11,20,0.15,E401
440,1951,1950,12,3,0.21,E401
440,1951,1950,12,15,0.3,E401
440,1951,1951,1,4,0.22,E401
440,1951,1951,1,10,0.54,E401
440,1951,1951,1,11,0.55,E401
440,1951,1951,1,16,0.02,E401
440,1951,1951,1,18,0.72,E401
440,1951,1951,1,29,0.58,E401
440,1951,1951,2,11,0.04,E401
440,1951,1951,2,23,0.25,E401
440,1951,1951,2,24,0.28,E401
440,1951,1951,2,27,0.55,E401
440,1951,1951,3,1,0.86,E401
440,1951,1951,3,2,0.19,E401
440,1951,1951,3,6,0.05,E401
440,1951,1951,3,7,0.06,E401
440,1951,1951,4,4,0.09,E401
440,1951,1951,4,25,0.98,E401
440,1951,1951,4,28,1.11,E401
440,1952,1951,10,24,0.36,E401
440,1952,1951,11,20,0.83,E401
440,1952,1951,11,21,0.27,E401
440,1952,1951,11,22,0.24,E401
440,1952,1951,12,2,1.09,E401
440,1952,1951,12,4,0.53,E401
440,1952,1951,12,5,0.74,E401
440,1952,1951,12,12,0.53,E401
440,1952,1951,12,13,0.38,E401
440,1952,1951,12,19,0.09,E401
440,1952,1951,12,29,1.11,E401
440,1952,1951,12,30,1.4,E401
440,1952,1952,1,7,0.65,E401
440,1952,1952,1,8,0.1,E401
440,1952,1952,1,12,0.5,E401
440,1952,1952,1,13,1.57,E401
440,1952,1952,1,15,2.18,E401
440,1952,1952,1,16,2.49,E401
440,1952,1952,1,18,1.96,E401
440,1952,1952,1,25,1.34,E401
440,1952,1952,2,11,0.11,E401
440,1952,1952,2,29,0.68,E401
440,1952,1952,3,1,0.09,E401
440,1952,1952,3,3,0.12,E401
440,1952,1952,3,6,1.46,E401
440,1952,1952,3,7,0.33,E401
440,1952,1952,3,8,0.08,E401
440,1952,1952,3,10,0.14,E401
440,1952,1952,3,12,0.21,E401
440,1952,1952,3,15,4,E401
440,1952,1952,3,16,0.9,E401
440,1952,1952,3,17,0.06,E401
440,1952,1952,3,19,0.31,E401
440,1952,1952,4,7,0.9,E401
440,1952,1952,4,10,0.27,E401
440,1952,1952,4,25,0.55,E401
440,1953,1952,11,14,1.65,E401
440,1953,1952,11,15,2.15,E401
440,1953,1952,11,30,0.76,E401
440,1953,1952,12,1,0.1,E401
440,1953,1952,12,2,0.55,E401
440,1953,1952,12,5,0.12,E401
440,1953,1952,12,7,0.44,E401
440,1953,1952,12,20,1.64,E401
440,1953,1952,12,27,0.57,E401
440,1953,1952,12,28,1.04,E401
440,1953,1952,12,31,0.95,E401
440,1953,1953,1,6,0.15,E401
440,1953,1953,1,7,0.33,E401
440,1953,1953,1,8,0.33,E401
440,1953,1953,1,13,1.15,E401
440,1953,1953,3,10,0.16,E401
440,1953,1953,3,20,0.5,E401
440,1953,1953,4,19,0.42,E401
440,1953,1953,4,21,0.03,E401
440,1953,1953,4,28,1.05,E401
440,1953,1953,5,27,0.06,E401
440,1954,1953,11,4,0.18,E401
440,1954,1953,11,10,0.03,E401
440,1954,1953,11,14,2.3,E401
440,1954,1953,11,20,0.01,E401
440,1954,1953,12,4,0.11,E401
440,1954,1954,1,11,0.16,E401
440,1954,1954,1,12,0.75,E401
440,1954,1954,1,17,0.42,E401
440,1954,1954,1,18,0.52,E401
440,1954,1954,1,20,1.5,E401
440,1954,1954,1,23,0.85,E401
440,1954,1954,1,24,0.87,E401
440,1954,1954,2,13,2.37,E401
440,1954,1954,2,17,0.14,E401
440,1954,1954,2,18,0.09,E401
440,1954,1954,3,9,0.03,E401
440,1954,1954,3,16,0.91,E401
440,1954,1954,3,20,1.61,E401
440,1954,1954,3,21,0.06,E401
440,1954,1954,3,24,0.12,E401
440,1954,1954,3,29,1.49,E401
440,1954,1954,4,27,0.47,E401
440,1954,1954,5,9,0.09,E401
440,1954,1954,5,30,0.04,E401
440,1955,1954,11,11,0.77,E401
440,1955,1954,11,12,0.24,E401
440,1955,1954,11,15,0.84,E401
440,1955,1954,12,3,2.57,E401
440,1955,1954,12,9,1.14,E401
440,1955,1955,1,1,0.83,E401
440,1955,1955,1,3,0.13,E401
440,1955,1955,1,6,0.02,E401
440,1955,1955,1,10,1,E401
440,1955,1955,1,11,0.13,E401
440,1955,1955,1,16,0.52,E401
440,1955,1955,1,18,1.55,E401
440,1955,1955,1,30,0.55,E401
440,1955,1955,2,16,1.51,E401
440,1955,1955,2,26,0.09,E401
440,1955,1955,2,27,1.05,E401
440,1955,1955,3,11,0.7,E401
440,1955,1955,4,21,1.48,E401
440,1955,1955,4,26,0.16,E401
440,1955,1955,4,30,1.82,E401
440,1955,1955,5,7,0.19,E401
440,1956,1955,11,13,1,E401
440,1956,1955,11,16,0.23,E401
440,1956,1955,11,21,0.27,E401
440,1956,1955,12,1,0.32,E401
440,1956,1955,12,4,0.51,E401
440,1956,1955,12,6,0.1,E401
440,1956,1955,12,23,0.18,E401
440,1956,1955,12,24,0.83,E401
440,1956,1955,12,25,3.15,E401
440,1956,1955,12,26,0.66,E401
440,1956,1955,12,27,1.1,E401
440,1956,1955,12,31,0.68,E401
440,1956,1956,1,23,0.09,E401
440,1956,1956,1,25,0.54,E401
440,1956,1956,1,26,4.89,E401
440,1956,1956,1,27,1.25,E401
440,1956,1956,1,31,0.43,E401
440,1956,1956,2,23,1.1,E401
440,1956,1956,4,1,0.21,E401
440,1956,1956,4,11,1.18,E401
440,1956,1956,4,13,0.23,E401
440,1956,1956,4,25,0.51,E401
440,1956,1956,4,26,0.1,E401
440,1956,1956,5,7,0.03,E401
440,1956,1956,5,8,0.94,E401
440,1956,1956,5,9,0.34,E401
440,1957,1956,10,4,0.04,E401
440,1957,1956,10,6,0.03,E401
440,1957,1956,12,5,0.12,E401
440,1957,1957,1,5,0.43,E401
440,1957,1957,1,7,0.13,E401
440,1957,1957,1,13,2.89,E401
440,1957,1957,1,20,0.53,E401
440,1957,1957,1,24,0.4,E401
440,1957,1957,1,26,0.8,E401
440,1957,1957,1,27,0.11,E401
440,1957,1957,1,29,0.3,E401
440,1957,1957,2,8,0.21,E401
440,1957,1957,2,10,0.4,E401
440,1957,1957,2,23,1.75,E401
440,1957,1957,2,28,1.26,E401
440,1957,1957,3,9,0.26,E401
440,1957,1957,3,15,0.09,E401
440,1957,1957,3,18,0.08,E401
440,1957,1957,4,17,1.54,E401
440,1957,1957,4,20,0.42,E401
440,1957,1957,4,21,0.29,E401
440,1957,1957,5,8,0.09,E401
440,1957,1957,5,18,1.21,E401
440,1957,1957,5,20,0.03,E401
440,1958,1957,10,10,0.14,E401
440,1958,1957,10,13,0.67,E401
440,1958,1957,10,20,0.14,E401
440,1958,1957,10,21,0.02,E401
440,1958,1957,11,2,0.58,E401
440,1958,1957,12,5,1.63,E401
440,1958,1957,12,15,1.31,E401
440,1958,1957,12,16,1.36,E401
440,1958,1958,1,10,0.22,E401
440,1958,1958,1,24,0.34,E401
440,1958,1958,1,26,2.76,E401
440,1958,1958,1,30,0.11,E401
440,1958,1958,2,3,1.05,E401
440,1958,1958,2,4,1.09,E401
440,1958,1958,2,7,0.3,E401
440,1958,1958,2,12,0.34,E401
440,1958,1958,2,19,2.71,E401
440,1958,1958,2,25,2.97,E401
440,1958,1958,3,7,0.09,E401
440,1958,1958,3,10,0.34,E401
440,1958,1958,3,11,0.12,E401
440,1958,1958,3,12,0.06,E401
440,1958,1958,3,14,0.3,E401
440,1958,1958,3,15,0.9,E401
440,1958,1958,3,16,1.36,E401
440,1958,1958,3,17,0.21,E401
440,1958,1958,3,20,0.84,E401
440,1958,1958,3,21,0.62,E401
440,1958,1958,3,27,1.12,E401
440,1958,1958,3,30,0.42,E401
440,1958,1958,4,1,1.01,E401
440,1958,1958,4,2,0.68,E401
440,1958,1958,4,3,1.05,E401
440,1958,1958,4,4,0.31,E401
440,1958,1958,4,6,1.24,E401
440,1958,1958,4,7,0.7,E401
440,1958,1958,5,22,0.41,E401
440,1959,1958,9,7,0.5,E401
440,1959,1958,9,23,0.06,E401
440,1959,1958,11,15,0.06,E401
440,1959,1958,12,27,0.09,E401
440,1959,1959,1,6,2.27,E401
440,1959,1959,1,13,0.18,E401
440,1959,1959,2,7,0.49,E401
440,1959,1959,2,11,1.53,E401
440,1959,1959,2,12,0.45,E401
440,1959,1959,2,16,1.11,E401
440,1959,1959,2,21,1.35,E401
440,1959,1959,4,25,1.1,E401
440,1960,1959,9,18,0.04,E401
440,1960,1959,12,21,0.42,E401
440,1960,1959,12,24,1.1,E401
440,1960,1960,1,10,2.07,E401
440,1960,1960,1,11,0.63,E401
440,1960,1960,1,12,0.61,E401
440,1960,1960,1,14,0.6,E401
440,1960,1960,1,25,0.4,E401
440,1960,1960,2,1,1.95,E401
440,1960,1960,2,3,0.1,E401
440,1960,1960,2,9,0.32,E401
440,1960,1960,2,10,0.31,E401
440,1960,1960,2,29,0.93,E401
440,1960,1960,3,1,0.05,E401
440,1960,1960,3,28,0.49,E401
440,1960,1960,4,23,0.16,E401
440,1960,1960,4,26,2.1,E401
440,1960,1960,4,27,0.58,E401
440,1961,1960,10,6,0.05,E401
440,1961,1960,11,3,0.35,E401
440,1961,1960,11,4,0.82,E401
440,1961,1960,11,6,2.61,E401
440,1961,1960,11,12,1.03,E401
440,1961,1960,11,26,0.96,E401
440,1961,1960,12,1,0.41,E401
440,1961,1960,12,10,0.02,E401
440,1961,1961,1,21,1.31,E401
440,1961,1961,3,15,0.88,E401
440,1961,1961,3,17,0.05,E401
440,1961,1961,4,22,0.12,E401
440,1961,1961,4,23,0.55,E401
440,1962,1961,11,20,1.87,E401
440,1962,1961,11,25,0.74,E401
440,1962,1961,11,29,0.21,E401
440,1962,1961,12,2,1.21,E401
440,1962,1961,12,14,0.04,E401
440,1962,1962,1,20,1.45,E401
440,1962,1962,1,21,0.47,E401
440,1962,1962,1,22,0.31,E401
440,1962,1962,2,12,10.19,E401
440,1962,1962,2,15,0.2,E401
440,1962,1962,2,19,2.8,E401
440,1962,1962,2,20,0.63,E401
440,1962,1962,2,21,0.29,E401
440,1962,1962,3,6,0.83,E401
440,1962,1962,3,21,0.14,E401
440,1962,1962,5,14,0.04,E401
440,1963,1962,10,14,0.53,E401
440,1963,1962,12,16,0.1,E401
440,1963,1963,1,31,1.5,E401
440,1963,1963,2,1,0.94,E401
440,1963,1963,2,10,4.5,E401
440,1963,1963,2,11,0.65,E401
440,1963,1963,2,12,0.18,E401
440,1963,1963,2,13,0.1,E401
440,1963,1963,3,14,0.05,E401
440,1963,1963,3,16,2.21,E401
440,1963,1963,3,22,0.51,E401
440,1963,1963,3,28,1.58,E401
440,1963,1963,4,14,1.57,E401
440,1963,1963,4,21,0.19,E401
440,1963,1963,4,25,0.89,E401
440,1963,1963,5,8,0.32,E401
440,1963,1963,6,11,0.37,E401
440,1963,1963,6,12,0.06,E401
440,1963,1963,8,8,0.14,E401
440,1964,1963,9,4,0.32,E401
440,1964,1963,9,18,0.32,E401
440,1964,1963,9,19,0.47,E401
440,1964,1963,10,4,0.09,E401
440,1964,1963,10,11,0.22,E401
440,1964,1963,10,15,0.74,E401
440,1964,1963,11,6,0.98,E401
440,1964,1963,11,15,0.69,E401
440,1964,1963,11,19,2,E401
440,1964,1964,1,20,0.3,E401
440,1964,1964,1,21,0.92,E401
440,1964,1964,1,22,0.42,E401
440,1964,1964,1,26,0.06,E401
440,1964,1964,3,2,0.2,E401
440,1964,1964,3,12,0.29,E401
440,1964,1964,3,22,1.38,E401
440,1964,1964,3,24,0.12,E401
440,1964,1964,3,31,1.19,E401
440,1964,1964,4,28,0.12,E401
440,1964,1964,6,8,0.19,E401
440,1965,1964,10,27,0.84,E401
440,1965,1964,10,28,0.24,E401
440,1965,1964,11,8,0.22,E401
440,1965,1964,11,9,0.73,E401
440,1965,1964,11,10,1.18,E401
440,1965,1964,11,12,0.25,E401
440,1965,1964,11,17,0.03,E401
440,1965,1964,12,19,0.63,E401
440,1965,1964,12,20,2.69,E401
440,1965,1964,12,21,0.58,E401
440,1965,1964,12,28,0.67,E401
440,1965,1964,12,30,0.19,E401
440,1965,1964,12,31,0.23,E401
440,1965,1965,1,4,0.05,E401
440,1965,1965,1,7,0.53,E401
440,1965,1965,1,24,0.3,E401
440,1965,1965,2,5,0.32,E401
440,1965,1965,2,6,0.4,E401
440,1965,1965,3,5,0.41,E401
440,1965,1965,3,7,0.26,E401
440,1965,1965,3,13,0.78,E401
440,1965,1965,3,31,1.72,E401
440,1965,1965,4,1,0.94,E401
440,1965,1965,4,3,0.44,E401
440,1965,1965,4,4,1.41,E401
440,1965,1965,4,8,1.14,E401
440,1965,1965,4,9,1,E401
440,1965,1965,4,10,1.44,E401
440,1965,1965,4,12,0.16,E401
440,1966,1965,11,15,1.31,E401
440,1966,1965,11,16,1.08,E401
440,1966,1965,11,17,2.76,E401
440,1966,1965,11,18,0.93,E401
440,1966,1965,11,23,0.94,E401
440,1966,1965,11,24,1.61,E401
440,1966,1965,11,25,0.37,E401
440,1966,1965,12,9,0.41,E401
440,1966,1965,12,12,0.34,E401
440,1966,1965,12,25,0.12,E401
440,1966,1965,12,29,2.92,E401
440,1966,1965,12,31,0.5,E401
440,1966,1966,1,19,0.05,E401
440,1966,1966,1,30,2.17,E401
440,1966,1966,2,1,0.1,E401
440,1966,1966,2,6,0.73,E401
440,1966,1966,3,2,0.1,E401
440,1966,1966,5,8,0.06,E401
440,1966,1966,6,15,0.06,E401
440,1967,1966,9,29,0.03,E401
440,1967,1966,10,5,0.04,E401
440,1967,1966,10,10,0.02,E401
440,1967,1966,11,7,1.17,E401
440,1967,1966,11,8,2.2,E401
440,1967,1966,11,20,0.39,E401
440,1967,1966,11,28,0.26,E401
440,1967,1966,12,3,2.61,E401
440,1967,1966,12,5,0.84,E401
440,1967,1966,12,6,2.13,E401
440,1967,1966,12,7,0.5,E401
440,1967,1967,1,22,1.57,E401
440,1967,1967,1,24,4.57,E401
440,1967,1967,1,30,0.51,E401
440,1967,1967,2,25,0.62,E401
440,1967,1967,3,4,0.02,E401
440,1967,1967,3,11,0.25,E401
440,1967,1967,3,12,0.46,E401
440,1967,1967,3,13,0.38,E401
440,1967,1967,3,14,0.18,E401
440,1967,1967,3,16,0.04,E401
440,1967,1967,3,17,0.26,E401
440,1967,1967,3,31,0.52,E401
440,1967,1967,4,1,0.34,E401
440,1967,1967,4,4,1.04,E401
440,1967,1967,4,7,0.43,E401
440,1967,1967,4,11,0.78,E401
440,1967,1967,4,18,0.3,E401
440,1967,1967,4,19,0.48,E401
440,1967,1967,4,20,0.23,E401
440,1967,1967,4,21,0.21,E401
440,1967,1967,4,22,0.43,E401
440,1967,1967,4,23,0.27,E401
440,1967,1967,4,28,0.05,E401
440,1968,1967,9,28,0.1,E401
440,1968,1967,11,19,1.23,E401
440,1968,1967,11,20,0.77,E401
440,1968,1967,11,21,0.56,E401
440,1968,1967,11,22,0.72,E401
440,1968,1967,11,30,1.07,E401
440,1968,1967,12,5,0.28,E401
440,1968,1967,12,7,0.1,E401
440,1968,1967,12,18,0.61,E401
440,1968,1967,12,19,0.26,E401
440,1968,1968,1,10,0.63,E401
440,1968,1968,1,31,0.38,E401
440,1968,1968,2,9,0.03,E401
440,1968,1968,2,13,0.49,E401
440,1968,1968,2,14,0.15,E401
440,1968,1968,2,17,1.2,E401
440,1968,1968,3,8,3.25,E401
440,1968,1968,3,13,1,E401
440,1968,1968,3,16,0.16,E401
440,1968,1968,4,1,1.09,E401
440,1969,1968,10,14,1.27,E401
440,1969,1968,10,29,0.2,E401
440,1969,1968,11,3,0.1,E401
440,1969,1968,11,15,0.72,E401
440,1969,1968,12,10,0.38,E401
440,1969,1968,12,15,0.81,E401
440,1969,1968,12,25,0.25,E401
440,1969,1968,12,26,0.33,E401
440,1969,1968,12,28,0.17,E401
440,1969,1969,1,13,1.21,E401
440,1969,1969,1,19,3.3,E401
440,1969,1969,1,20,3.58,E401
440,1969,1969,1,21,1.99,E401
440,1969,1969,1,22,0.1,E401
440,1969,1969,1,24,0.98,E401
440,1969,1969,1,25,3.9,E401
440,1969,1969,1,26,0.99,E401
440,1969,1969,1,28,0.38,E401
440,1969,1969,2,5,0.93,E401
440,1969,1969,2,6,0.99,E401
440,1969,1969,2,12,0.29,E401
440,1969,1969,2,15,1.08,E401
440,1969,1969,2,18,0.34,E401
440,1969,1969,2,19,0.04,E401
440,1969,1969,2,22,0.8,E401
440,1969,1969,2,23,1.62,E401
440,1969,1969,2,24,0.5,E401
440,1969,1969,2,25,1.64,E401
440,1969,1969,2,26,0.17,E401
440,1969,1969,2,28,1.18,E401
440,1969,1969,3,10,0.07,E401
440,1969,1969,3,21,0.27,E401
440,1969,1969,4,2,0.8,E401
440,1969,1969,4,5,1.49,E401
440,1970,1969,9,16,0.05,E401
440,1970,1969,11,6,1.06,E401
440,1970,1969,11,7,0.63,E401
440,1970,1969,12,8,0.27,E401
440,1970,1970,1,9,2.15,E401
440,1970,1970,1,12,0.43,E401
440,1970,1970,1,15,0.18,E401
440,1970,1970,1,16,1.36,E401
440,1970,1970,1,19,0.02,E401
440,1970,1970,2,9,0.59,E401
440,1970,1970,2,11,0.56,E401
440,1970,1970,2,13,0.1,E401
440,1970,1970,2,28,0.93,E401
440,1970,1970,3,1,2.43,E401
440,1970,1970,3,2,0.64,E401
440,1970,1970,3,4,1.45,E401
440,1971,1970,10,21,0.1,E401
440,1971,1970,11,5,0.61,E401
440,1971,1970,11,6,0.44,E401
440,1971,1970,11,26,1.11,E401
440,1971,1970,11,28,0.25,E401
440,1971,1970,11,29,1.9,E401
440,1971,1970,11,30,0.65,E401
440,1971,1970,12,2,0.47,E401
440,1971,1970,12,17,0.45,E401
440,1971,1970,12,19,1.75,E401
440,1971,1970,12,21,1.33,E401
440,1971,1970,12,22,0.12,E401
440,1971,1970,12,26,0.31,E401
440,1971,1970,12,27,0.23,E401
440,1971,1971,1,2,0.05,E401
440,1971,1971,1,12,0.45,E401
440,1971,1971,1,13,0.35,E401
440,1971,1971,1,14,0.34,E401
440,1971,1971,2,16,1.16,E401
440,1971,1971,3,12,0.95,E401
440,1971,1971,4,14,0.8,E401
440,1971,1971,4,17,0.02,E401
440,1971,1971,5,7,0.3,E401
440,1971,1971,5,28,1.04,E401
440,1972,1971,11,11,0.47,E401
440,1972,1971,12,2,0.47,E401
440,1972,1971,12,12,0.15,E401
440,1972,1971,12,22,1.29,E401
440,1972,1971,12,23,0.63,E401
