County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020,,,,,,
,,,,,,
#429 - Refugio Pass,,,,,,
"Lat 34-31-48, Long 120-05-32, Elev 2610 ft",,,,,,
429,1997,1996,10,31,0.04,
429,1997,1996,11,16,0.04,
429,1997,1996,11,17,0.12,
429,1997,1996,11,18,0.20,
429,1997,1996,11,20,0.04,
429,1997,1996,11,21,0.87,
429,1997,1996,11,22,2.48,
429,1997,1996,11,23,0.08,
429,1997,1996,12,6,0.16,
429,1997,1996,12,9,0.04,
429,1997,1996,12,10,2.28,
429,1997,1996,12,11,3.98,
429,1997,1996,12,12,0.28,
429,1997,1996,12,13,0.08,
429,1997,1996,12,22,2.05,
429,1997,1996,12,23,0.04,
429,1997,1996,12,27,0.98,
429,1997,1996,12,28,0.35,
429,1997,1996,12,30,0.04,
429,1997,1996,12,31,0.51,
429,1997,1997,1,1,0.39,
429,1997,1997,1,2,0.91,
429,1997,1997,1,3,0.71,
429,1997,1997,1,5,0.16,
429,1997,1997,1,12,0.04,
429,1997,1997,1,13,0.20,
429,1997,1997,1,14,0.08,
429,1997,1997,1,15,1.02,
429,1997,1997,1,16,0.04,
429,1997,1997,1,20,0.28,
429,1997,1997,1,21,0.12,
429,1997,1997,1,22,0.39,
429,1997,1997,1,23,2.13,
429,1997,1997,1,24,0.08,
429,1997,1997,1,25,0.39,
429,1997,1997,1,26,2.17,
429,1997,1997,1,27,0.79,
429,1997,1997,2,2,0.04,
429,1997,1997,2,5,0.04,
429,1997,1997,2,11,0.12,
429,1997,1997,2,12,0.04,
429,1997,1997,2,18,0.04,
429,1997,1997,2,27,0.08,
429,1997,1997,2,28,0.04,
429,1997,1997,3,3,0.04,
429,1997,1997,3,28,0.04,
429,1997,1997,3,31,0.08,
429,1997,1997,5,24,0.04,
429,1997,1997,6,8,0.04,
429,1997,1997,8,9,0.04,
429,1997,1997,8,10,0.04,
429,1997,1997,8,16,0.04,
429,1997,1997,8,17,0.04,
429,1997,1997,8,18,0.04,
429,1997,1997,8,20,0.24,
429,1998,1997,9,12,0.04,
429,1998,1997,11,10,0.04,
429,1998,1997,11,11,1.10,
429,1998,1997,11,12,0.08,
429,1998,1997,11,13,0.04,
429,1998,1997,11,14,0.35,
429,1998,1997,11,16,0.47,
429,1998,1997,11,20,0.08,
429,1998,1997,11,26,0.98,
429,1998,1997,11,27,0.67,
429,1998,1997,11,30,0.35,
429,1998,1997,12,1,0.31,
429,1998,1997,12,5,0.04,
429,1998,1997,12,6,1.26,
429,1998,1997,12,7,0.04,
429,1998,1997,12,8,0.55,
429,1998,1997,12,9,0.04,
429,1998,1997,12,10,0.24,
429,1998,1997,12,15,0.12,
429,1998,1997,12,19,0.94,
429,1998,1998,1,3,0.43,
429,1998,1998,1,4,0.35,
429,1998,1998,1,5,0.67,
429,1998,1998,1,9,0.08,
429,1998,1998,1,10,3.15,
429,1998,1998,1,11,0.12,
429,1998,1998,1,13,0.35,
429,1998,1998,1,15,0.12,
429,1998,1998,1,16,0.59,
429,1998,1998,1,17,0.24,
429,1998,1998,1,19,0.94,
429,1998,1998,1,28,0.04,
429,1998,1998,1,29,1.54,
429,1998,1998,1,30,0.20,
429,1998,1998,1,31,0.16,
429,1998,1998,2,1,0.59,
429,1998,1998,2,2,5.39,
429,1998,1998,2,3,4.88,
429,1998,1998,2,4,0.47,
429,1998,1998,2,6,1.50,
429,1998,1998,2,7,0.59,
429,1998,1998,2,8,3.03,
429,1998,1998,2,9,0.63,
429,1998,1998,2,11,0.04,
429,1998,1998,2,13,0.04,
429,1998,1998,2,14,1.22,
429,1998,1998,2,15,0.98,
429,1998,1998,2,17,1.30,
429,1998,1998,2,20,1.22,
429,1998,1998,2,22,1.14,
429,1998,1998,2,23,2.32,
429,1998,1998,2,24,0.63,
429,1998,1998,2,26,0.04,
429,1998,1998,3,3,0.08,
429,1998,1998,3,6,0.39,
429,1998,1998,3,14,0.28,
429,1998,1998,3,16,0.08,
429,1998,1998,3,17,0.08,
429,1998,1998,3,19,0.04,
429,1998,1998,3,25,2.40,
429,1998,1998,3,26,0.31,
429,1998,1998,3,27,0.04,
429,1998,1998,3,28,0.59,
429,1998,1998,3,29,0.08,
429,1998,1998,4,1,1.14,
429,1998,1998,4,2,0.20,
429,1998,1998,4,3,0.04,
429,1998,1998,4,4,0.87,
429,1998,1998,4,6,0.04,
429,1998,1998,4,11,0.20,
429,1998,1998,4,12,1.26,
429,1998,1998,4,13,0.08,
429,1998,1998,4,23,0.24,
429,1998,1998,4,24,0.04,
429,1998,1998,5,2,1.38,
429,1998,1998,5,3,0.63,
429,1998,1998,5,4,0.35,
429,1998,1998,5,5,0.71,
429,1998,1998,5,6,0.35,
429,1998,1998,5,7,0.04,
429,1998,1998,5,8,0.04,
429,1998,1998,5,9,0.12,
429,1998,1998,5,11,0.04,
429,1998,1998,5,12,0.43,
429,1998,1998,5,13,2.09,
429,1998,1998,5,14,0.04,
429,1998,1998,5,21,0.04,
429,1998,1998,5,24,0.08,
429,1998,1998,5,25,0.04,
429,1998,1998,5,28,0.04,
429,1998,1998,5,29,0.87,
429,1998,1998,6,7,0.12,
429,1998,1998,6,8,0.04,
429,1998,1998,6,9,0.04,
429,1998,1998,6,11,0.08,
429,1998,1998,6,23,0.04,
429,1998,1998,6,24,0.04,
429,1998,1998,7,2,0.04,
429,1998,1998,8,7,0.55,
429,1998,1998,8,19,0.04,
429,1999,1998,9,4,0.08,
429,1999,1998,9,5,0.31,
429,1999,1998,10,1,0.04,
429,1999,1998,10,2,0.04,
429,1999,1998,10,15,0.04,
429,1999,1998,10,25,0.20,
429,1999,1998,11,5,0.04,
429,1999,1998,11,8,0.39,
429,1999,1998,11,9,0.04,
429,1999,1998,11,11,0.04,
429,1999,1998,11,12,0.04,
429,1999,1998,11,28,1.18,
429,1999,1998,11,29,0.24,
429,1999,1998,11,30,0.16,
429,1999,1998,12,1,1.30,
429,1999,1998,12,2,0.08,
429,1999,1998,12,4,0.16,
429,1999,1998,12,6,0.16,
429,1999,1998,12,19,0.04,
429,1999,1998,12,21,0.04,
429,1999,1998,12,23,0.24,
429,1999,1999,1,20,0.28,
429,1999,1999,1,21,0.16,
429,1999,1999,1,24,0.35,
429,1999,1999,1,25,0.08,
429,1999,1999,1,26,0.24,
429,1999,1999,1,27,0.47,
429,1999,1999,1,31,1.02,
429,1999,1999,2,1,0.08,
429,1999,1999,2,6,0.12,
429,1999,1999,2,8,0.12,
429,1999,1999,2,9,0.63,
429,1999,1999,2,10,1.10,
429,1999,1999,2,19,0.04,
429,1999,1999,2,21,0.08,
429,1999,1999,2,26,0.04,
429,1999,1999,3,4,0.08,
429,1999,1999,3,9,0.47,
429,1999,1999,3,11,0.24,
429,1999,1999,3,15,0.63,
429,1999,1999,3,16,0.94,
429,1999,1999,3,20,1.20,E212
429,1999,1999,3,21,0.20,E212
429,1999,1999,3,23,0.10,E212
429,1999,1999,3,24,0.06,E212
429,1999,1999,3,25,0.48,E212
429,1999,1999,3,26,1.44,E212
429,1999,1999,4,4,0.15,E212
429,1999,1999,4,6,0.50,E212
429,1999,1999,4,7,0.35,E212
429,1999,1999,4,8,0.04,E212
429,1999,1999,4,9,0.36,E212
429,1999,1999,4,11,0.27,E212
429,1999,1999,4,12,0.92,E212
429,1999,1999,6,3,0.23,E212
429,1999,1999,7,13,0.46,E212
429,2001,2000,9,21,0.08,
429,2001,2000,9,22,0.20,
429,2001,2000,9,23,0.16,
429,2001,2000,10,7,0.04,
429,2001,2000,10,10,0.04,
429,2001,2000,10,11,0.16,
429,2001,2000,10,12,0.31,
429,2001,2000,10,26,0.04,
429,2001,2000,10,27,1.89,
429,2001,2000,10,29,1.30,
429,2001,2000,10,30,0.31,
429,2001,2000,10,31,0.04,
429,2001,2000,11,7,0.08,
429,2001,2000,12,7,0.16,
429,2001,2000,12,8,0.04,
429,2001,2000,12,12,0.04,
429,2001,2000,12,14,0.04,
429,2001,2001,1,8,0.59,
429,2001,2001,1,9,0.16,
429,2001,2001,1,11,5.00,
429,2001,2001,1,12,2.20,
429,2001,2001,1,13,0.24,
429,2001,2001,1,24,1.18,
429,2001,2001,1,25,0.04,
429,2001,2001,1,26,0.83,
429,2001,2001,1,27,0.12,
429,2001,2001,1,30,0.04,
429,2001,2001,2,10,1.14,
429,2001,2001,2,11,0.39,
429,2001,2001,2,12,1.61,
429,2001,2001,2,13,0.75,
429,2001,2001,2,14,0.98,
429,2001,2001,2,18,0.04,
429,2001,2001,2,20,0.28,
429,2001,2001,2,21,0.12,
429,2001,2001,2,23,0.20,
429,2001,2001,2,24,0.24,
429,2001,2001,2,25,1.02,
429,2001,2001,2,26,0.35,
429,2001,2001,2,27,0.08,
429,2001,2001,2,28,0.28,
429,2001,2001,3,1,0.04,
429,2001,2001,3,3,0.04,
429,2001,2001,3,4,0.55,
429,2001,2001,3,5,8.03,
429,2001,2001,3,6,2.95,
429,2001,2001,3,7,0.20,
429,2001,2001,3,9,0.04,
429,2001,2001,3,10,0.12,
429,2001,2001,3,11,0.04,
429,2001,2001,3,25,0.04,
429,2001,2001,4,5,0.16,
429,2001,2001,4,7,1.50,
429,2001,2001,4,8,0.08,
429,2001,2001,4,10,0.16,
429,2001,2001,4,12,0.04,
429,2001,2001,4,21,1.22,
429,2001,2001,5,28,0.12,
429,2002,2001,9,1,0.04,
429,2002,2001,9,9,0.04,
429,2002,2001,10,30,0.04,
429,2002,2001,10,31,0.51,
429,2002,2001,11,11,2.13,
429,2002,2001,11,12,0.31,
429,2002,2001,11,13,2.05,
429,2002,2001,11,24,0.24,
429,2002,2001,11,25,1.77,
429,2002,2001,11,29,0.98,
429,2002,2001,11,30,0.12,
429,2002,2001,12,2,0.04,
429,2002,2001,12,3,1.38,
429,2002,2001,12,4,0.04,
429,2002,2001,12,10,0.24,
429,2002,2001,12,14,0.04,
429,2002,2001,12,15,0.04,
429,2002,2001,12,21,0.43,
429,2002,2001,12,22,0.08,
429,2002,2001,12,23,0.08,
429,2002,2001,12,29,0.35,
429,2002,2001,12,30,0.47,
429,2002,2001,12,31,0.24,
429,2002,2002,1,1,0.04,
429,2002,2002,1,3,0.04,
429,2002,2002,1,6,0.04,
429,2002,2002,1,23,0.04,
429,2002,2002,1,27,0.08,
429,2002,2002,1,28,0.87,
429,2002,2002,1,29,0.04,
429,2002,2002,2,8,0.04,
429,2002,2002,2,17,0.75,
429,2002,2002,2,20,0.08,
429,2002,2002,3,7,0.28,
429,2002,2002,3,8,0.12,
429,2002,2002,3,13,0.04,
429,2002,2002,3,18,0.16,
429,2002,2002,3,24,0.28,
429,2002,2002,4,7,0.04,
429,2002,2002,4,11,0.04,
429,2002,2002,5,8,0.39,
429,2002,2002,5,20,0.04,
429,2002,2002,5,21,0.08,
429,2002,2002,6,3,0.04,
429,2002,2002,6,12,0.04,
429,2002,2002,7,21,0.04,
429,2002,2002,7,28,0.04,
429,2002,2002,8,20,0.04,
429,2003,2002,9,29,0.47,
429,2003,2002,10,24,0.04,
429,2003,2002,11,7,0.12,
429,2003,2002,11,8,3.74,
429,2003,2002,11,9,1.02,
429,2003,2002,11,10,0.31,
429,2003,2002,11,30,0.08,
429,2003,2002,12,7,0.04,
429,2003,2002,12,13,0.04,
429,2003,2002,12,15,1.65,
429,2003,2002,12,16,0.08,
429,2003,2002,12,17,3.19,
429,2003,2002,12,18,0.16,
429,2003,2002,12,20,3.15,
429,2003,2002,12,21,0.12,
429,2003,2002,12,22,1.10,
429,2003,2002,12,29,0.47,
429,2003,2002,12,30,0.08,
429,2003,2002,12,31,0.04,
429,2003,2003,1,1,0.04,
429,2003,2003,1,10,0.04,
429,2003,2003,1,14,0.04,
429,2003,2003,2,11,0.51,
429,2003,2003,2,12,0.75,
429,2003,2003,2,13,2.32,
429,2003,2003,2,14,0.55,
429,2003,2003,2,16,0.04,
429,2003,2003,2,25,0.75,
429,2003,2003,2,27,0.24,
429,2003,2003,3,2,0.04,
429,2003,2003,3,5,0.16,
429,2003,2003,3,15,4.61,
429,2003,2003,3,16,1.30,
429,2003,2003,3,25,0.04,
429,2003,2003,4,5,0.12,
429,2003,2003,4,13,1.81,
429,2003,2003,4,14,1.61,
429,2003,2003,4,15,0.08,
429,2003,2003,4,19,0.04,
429,2003,2003,4,23,0.04,
429,2003,2003,4,28,0.12,
429,2003,2003,5,3,2.36,
429,2003,2003,5,4,0.35,
429,2003,2003,5,5,0.04,
429,2003,2003,5,7,0.08,
429,2003,2003,5,8,0.04,
429,2003,2003,5,15,0.04,
429,2003,2003,5,25,0.04,
429,2003,2003,5,26,0.04,
429,2003,2003,6,4,0.08,
429,2003,2003,6,6,0.04,
429,2003,2003,6,10,0.16,
429,2003,2003,6,11,0.04,
429,2003,2003,6,14,0.04,
429,2003,2003,6,20,0.04,
429,2003,2003,6,22,0.04,
429,2004,2003,11,1,1.14,
429,2004,2003,11,3,0.08,
429,2004,2003,11,4,0.04,
429,2004,2003,11,9,2.44,
429,2004,2003,11,12,0.04,
429,2004,2003,11,13,0.08,
429,2004,2003,11,16,0.08,
429,2004,2003,12,8,0.08,
429,2004,2003,12,11,0.12,
429,2004,2003,12,12,0.04,
429,2004,2003,12,15,0.31,
429,2004,2003,12,21,0.16,
429,2004,2003,12,23,0.16,
429,2004,2003,12,24,0.28,
429,2004,2003,12,25,1.14,
429,2004,2003,12,26,1.10,
429,2004,2003,12,30,0.16,
429,2004,2004,1,2,0.59,
429,2004,2004,1,3,0.16,
429,2004,2004,1,25,0.16,
429,2004,2004,1,28,0.16,
429,2004,2004,1,29,0.04,
429,2004,2004,2,3,1.38,
429,2004,2004,2,5,0.04,
429,2004,2004,2,18,0.35,
429,2004,2004,2,19,0.43,
429,2004,2004,2,20,0.04,
429,2004,2004,2,21,0.12,
429,2004,2004,2,22,0.43,
429,2004,2004,2,23,1.22,
429,2004,2004,2,25,0.08,
429,2004,2004,2,26,4.84,
429,2004,2004,2,27,0.04,
429,2004,2004,2,28,0.04,
429,2004,2004,3,2,0.55,
429,2004,2004,3,24,0.04,
429,2004,2004,3,26,0.16,
429,2004,2004,4,22,0.04,
429,2004,2004,5,23,0.04,
429,2004,2004,6,10,0.04,
429,2004,2004,6,17,0.08,
429,2004,2004,6,18,0.04,
429,2005,2004,10,17,1.69,
429,2005,2004,10,18,0.47,
429,2005,2004,10,19,0.08,
429,2005,2004,10,20,5.16,
429,2005,2004,10,21,0.08,
429,2005,2004,10,27,2.72,
429,2005,2004,10,28,0.12,
429,2005,2004,11,4,0.04,
429,2005,2004,11,5,1.14,
429,2005,2004,11,8,0.47,
429,2005,2004,11,9,0.04,
429,2005,2004,11,12,0.04,
429,2005,2004,11,28,0.08,
429,2005,2004,12,5,0.04,
429,2005,2004,12,6,0.24,
429,2005,2004,12,7,0.08,
429,2005,2004,12,8,0.79,
429,2005,2004,12,9,0.04,
429,2005,2004,12,27,1.06,
429,2005,2004,12,28,4.88,
429,2005,2004,12,29,1.18,
429,2005,2004,12,30,0.71,
429,2005,2004,12,31,5.87,
429,2005,2005,1,1,0.04,
429,2005,2005,1,2,0.16,
429,2005,2005,1,3,4.53,
429,2005,2005,1,4,0.71,
429,2005,2005,1,7,1.06,
429,2005,2005,1,8,3.07,
429,2005,2005,1,9,7.28,
429,2005,2005,1,10,3.90,
429,2005,2005,1,11,1.14,
429,2005,2005,1,12,0.12,
429,2005,2005,1,27,0.20,
429,2005,2005,1,28,0.35,
429,2005,2005,1,29,0.24,
429,2005,2005,2,11,0.35,
429,2005,2005,2,12,0.16,
429,2005,2005,2,13,0.08,
429,2005,2005,2,16,0.51,
429,2005,2005,2,17,0.04,
429,2005,2005,2,18,1.18,
429,2005,2005,2,19,1.73,
429,2005,2005,2,20,1.54,
429,2005,2005,2,21,2.44,
429,2005,2005,2,22,1.38,
429,2005,2005,2,23,1.54,
429,2005,2005,2,26,0.04,
429,2005,2005,2,28,0.35,
429,2005,2005,3,2,0.04,
429,2005,2005,3,3,0.28,
429,2005,2005,3,4,1.38,
429,2005,2005,3,5,0.83,
429,2005,2005,3,14,0.04,
429,2005,2005,3,19,0.63,
429,2005,2005,3,20,0.08,
429,2005,2005,3,21,0.04,
429,2005,2005,3,22,0.35,
429,2005,2005,3,23,4.17,
429,2005,2005,3,24,0.04,
429,2005,2005,3,25,0.04,
429,2005,2005,3,28,0.16,
429,2005,2005,3,30,0.04,
429,2005,2005,4,4,0.08,
429,2005,2005,4,8,0.04,
429,2005,2005,4,9,0.16,
429,2005,2005,4,24,0.04,
429,2005,2005,4,25,0.04,
429,2005,2005,4,28,1.26,
429,2005,2005,4,29,0.04,
429,2005,2005,5,6,1.14,
429,2005,2005,5,9,0.43,
429,2005,2005,6,9,0.04,
429,2005,2005,6,12,0.04,
429,2005,2005,8,15,0.04,
429,2006,2005,9,14,0.12,
429,2006,2005,9,26,0.04,
429,2006,2005,10,18,0.47,
429,2006,2005,10,24,0.04,
429,2006,2005,10,27,0.12,
429,2006,2005,11,9,2.76,
429,2006,2005,11,10,0.28,
429,2006,2005,11,11,0.04,
429,2006,2005,11,12,0.04,
429,2006,2005,11,26,0.04,
429,2006,2005,11,30,0.04,
429,2006,2005,12,2,0.35,
429,2006,2005,12,3,0.20,
429,2006,2005,12,18,0.12,
429,2006,2005,12,19,0.04,
429,2006,2005,12,23,0.04,
429,2006,2005,12,26,0.08,
429,2006,2005,12,29,0.04,
429,2006,2005,12,31,0.31,
429,2006,2006,1,1,1.97,
429,2006,2006,1,2,4.92,
429,2006,2006,1,3,0.91,
429,2006,2006,1,14,0.31,
429,2006,2006,1,15,0.20,
429,2006,2006,1,18,0.04,
429,2006,2006,1,19,0.04,
429,2006,2006,1,29,0.04,
429,2006,2006,2,18,0.35,
429,2006,2006,2,19,0.39,
429,2006,2006,2,27,0.04,
429,2006,2006,2,28,3.50,
429,2006,2006,3,3,0.87,
429,2006,2006,3,4,0.12,
429,2006,2006,3,6,0.35,
429,2006,2006,3,7,0.79,
429,2006,2006,3,10,0.16,
429,2006,2006,3,11,0.12,
429,2006,2006,3,12,0.43,
429,2006,2006,3,13,0.08,
429,2006,2006,3,15,0.08,
429,2006,2006,3,18,0.55,
429,2006,2006,3,21,0.43,
429,2006,2006,3,26,0.16,
429,2006,2006,3,28,0.43,
429,2006,2006,3,29,1.26,
429,2006,2006,3,30,0.04,
429,2006,2006,4,1,0.79,
429,2006,2006,4,3,0.47,
429,2006,2006,4,4,4.69,
429,2006,2006,4,5,1.06,
429,2006,2006,4,6,0.12,
429,2006,2006,4,8,0.08,
429,2006,2006,4,11,0.24,
429,2006,2006,4,14,0.20,
429,2006,2006,4,15,0.91,
429,2006,2006,4,17,0.08,
429,2006,2006,4,22,0.04,
429,2006,2006,4,23,0.04,
429,2006,2006,4,27,0.04,
429,2006,2006,4,30,0.04,
429,2006,2006,5,7,0.04,
429,2006,2006,5,22,2.52,
429,2006,2006,6,13,0.04,
429,2006,2006,8,4,0.16,
429,2006,2006,8,5,0.16,
429,2007,2006,9,9,0.04,
429,2007,2006,10,2,0.08,
429,2007,2006,10,5,0.04,
429,2007,2006,11,4,0.04,
429,2007,2006,11,15,0.04,
429,2007,2006,11,27,0.31,
429,2007,2006,12,9,0.20,
429,2007,2006,12,10,0.94,
429,2007,2006,12,11,0.28,
429,2007,2006,12,15,0.04,
429,2007,2006,12,17,0.04,
429,2007,2006,12,22,0.12,
429,2007,2006,12,27,0.35,
429,2007,2006,12,28,0.24,
429,2007,2007,1,5,0.04,
429,2007,2007,1,27,0.39,
429,2007,2007,1,28,1.22,
429,2007,2007,1,29,1.42,
429,2007,2007,1,31,0.55,
429,2007,2007,2,11,0.94,
429,2007,2007,2,12,0.08,
429,2007,2007,2,14,0.04,
429,2007,2007,2,19,0.59,
429,2007,2007,2,21,0.04,
429,2007,2007,2,22,0.16,
429,2007,2007,2,23,1.34,
429,2007,2007,2,25,0.04,
429,2007,2007,2,26,0.04,
429,2007,2007,2,27,0.47,
429,2007,2007,2,28,0.04,
429,2007,2007,3,1,0.08,
429,2007,2007,3,21,0.16,
429,2007,2007,3,27,0.08,
429,2007,2007,3,28,0.08,
429,2007,2007,4,9,0.04,
429,2007,2007,4,20,0.71,
429,2007,2007,4,21,0.16,
429,2007,2007,4,23,0.24,
429,2007,2007,7,11,0.04,
429,2007,2007,7,12,0.04,
429,2008,2007,9,22,0.20,
429,2008,2007,9,23,0.04,
429,2008,2007,9,27,0.35,
429,2008,2007,10,13,0.31,
429,2008,2007,10,16,0.04,
429,2008,2007,10,17,0.12,
429,2008,2007,10,28,0.04,
429,2008,2007,10,30,0.04,
429,2008,2007,12,7,0.47,
429,2008,2007,12,8,0.12,
429,2008,2007,12,9,0.04,
429,2008,2007,12,18,1.81,
429,2008,2007,12,19,4.17,
429,2008,2007,12,20,0.04,
429,2008,2007,12,30,0.04,
429,2008,2008,1,4,0.08,
429,2008,2008,1,5,6.97,
429,2008,2008,1,6,0.83,
429,2008,2008,1,7,0.67,
429,2008,2008,1,9,0.04,
429,2008,2008,1,22,0.28,
429,2008,2008,1,23,3.15,
429,2008,2008,1,24,1.93,
429,2008,2008,1,25,0.75,
429,2008,2008,1,26,0.16,
429,2008,2008,1,27,2.64,
429,2008,2008,1,28,1.10,
429,2008,2008,1,29,0.04,
429,2008,2008,1,30,0.04,
429,2008,2008,2,3,0.98,
429,2008,2008,2,4,0.12,
429,2008,2008,2,18,0.24,
429,2008,2008,2,20,0.12,
429,2008,2008,2,21,0.04,
429,2008,2008,2,22,0.43,
429,2008,2008,2,23,0.16,
429,2008,2008,2,24,1.46,
429,2008,2008,2,25,0.20,
429,2008,2008,3,16,0.04,
429,2008,2008,3,17,0.04,
429,2008,2008,4,3,0.24,
429,2008,2008,4,5,0.04,
429,2008,2008,4,7,0.04,
429,2008,2008,4,9,0.04,
429,2008,2008,5,23,0.04,
429,2008,2008,5,24,0.43,
429,2008,2008,6,4,0.04,
429,2009,2008,10,5,0.08,
429,2009,2008,10,31,0.04,
429,2009,2008,11,2,0.39,
429,2009,2008,11,3,0.04,
429,2009,2008,11,4,0.31,
429,2009,2008,11,9,0.04,
429,2009,2008,11,10,0.04,
429,2009,2008,11,25,0.04,
429,2009,2008,11,26,2.17,
429,2009,2008,11,27,0.87,
429,2009,2008,12,14,0.08,
429,2009,2008,12,15,2.17,
429,2009,2008,12,16,0.04,
429,2009,2008,12,17,0.08,
429,2009,2008,12,22,0.08,
429,2009,2008,12,23,0.04,
429,2009,2008,12,25,0.43,
429,2009,2008,12,26,0.20,
429,2009,2009,1,3,0.04,
429,2009,2009,1,22,0.16,
429,2009,2009,1,23,0.31,
429,2009,2009,1,24,1.69,
429,2009,2009,1,25,0.08,
429,2009,2009,1,26,0.04,
429,2009,2009,2,5,0.31,
429,2009,2009,2,6,0.94,
429,2009,2009,2,7,1.81,
429,2009,2009,2,8,0.04,
429,2009,2009,2,9,0.35,
429,2009,2009,2,10,0.12,
429,2009,2009,2,12,0.08,
429,2009,2009,2,14,0.75,
429,2009,2009,2,16,1.42,
429,2009,2009,2,17,0.59,
429,2009,2009,2,18,0.04,
429,2009,2009,2,22,0.12,
429,2009,2009,2,23,0.04,
429,2009,2009,2,25,0.08,
429,2009,2009,3,4,1.06,
429,2009,2009,3,5,0.12,
429,2009,2009,3,7,0.04,
429,2009,2009,3,21,0.04,
429,2009,2009,3,22,0.12,
429,2009,2009,3,23,0.04,
429,2009,2009,4,8,0.67,
429,2009,2009,4,12,0.04,
429,2009,2009,4,26,0.04,
429,2009,2009,4,29,0.04,
429,2009,2009,5,6,0.04,
429,2009,2009,5,30,0.04,
429,2009,2009,6,5,0.47,
429,2009,2009,6,6,0.12,
429,2009,2009,6,9,0.04,
429,2010,2009,9,14,0.04,
429,2010,2009,10,13,0.35,
429,2010,2009,10,14,5.83,
429,2010,2009,10,15,0.16,
429,2010,2009,11,28,0.04,
429,2010,2009,12,7,0.55,
429,2010,2009,12,8,0.98,
429,2010,2009,12,11,0.71,
429,2010,2009,12,12,0.67,
429,2010,2009,12,13,1.89,
429,2010,2009,12,14,0.04,
429,2010,2009,12,22,0.08,
429,2010,2009,12,31,0.04,
429,2010,2010,1,13,0.31,
429,2010,2010,1,14,0.04,
429,2010,2010,1,18,1.22,
429,2010,2010,1,19,1.93,
429,2010,2010,1,20,1.18,
429,2010,2010,1,21,2.24,
429,2010,2010,1,22,1.65,
429,2010,2010,1,23,0.87,
429,2010,2010,1,27,0.51,
429,2010,2010,2,5,1.06,
429,2010,2010,2,6,1.10,
429,2010,2010,2,7,0.51,
429,2010,2010,2,8,0.04,
429,2010,2010,2,9,0.04,
429,2010,2010,2,10,0.35,
429,2010,2010,2,12,0.04,
429,2010,2010,2,20,0.16,
429,2010,2010,2,21,0.04,
429,2010,2010,2,22,0.16,
429,2010,2010,2,25,0.47,
429,2010,2010,2,27,2.52,
429,2010,2010,2,28,0.35,
429,2010,2010,3,3,0.16,
429,2010,2010,3,4,0.35,
429,2010,2010,3,7,0.12,
429,2010,2010,3,8,0.08,
429,2010,2010,3,9,0.04,
429,2010,2010,3,11,0.04,
429,2010,2010,3,31,0.04,
429,2010,2010,4,1,0.04,
429,2010,2010,4,4,0.04,
429,2010,2010,4,5,1.10,
429,2010,2010,4,11,0.04,
429,2010,2010,4,12,1.77,
429,2010,2010,4,13,0.20,
429,2010,2010,4,17,0.04,
429,2010,2010,4,20,0.04,
429,2010,2010,4,21,0.75,
429,2010,2010,4,22,0.08,
429,2010,2010,4,23,0.08,
429,2010,2010,4,28,0.04,
429,2010,2010,4,29,0.12,
429,2010,2010,5,10,0.04,
