County of Santa Barbara,,,,,,,,,,,
Daily Rainfall Record - through 08-31-2020 ,,,,,,,,,,,
,,,,,,,,,,,
#255 - El Deseo Ranch,,,,,,,,,,,
"Lat 34-29-29, Long 119-41-44, Elev 3300 ft",,,,,,,,,,,
,,,,,,,,,,,
Daily Rainfall (in inches) recorded as of 8am for the previous 24 hours (PST),,,,,,,,,,,
"Codes: PR = Preliminary data,  E = Estimated from nearby gauge",,,,,,,,,,,
,,,,,,,,,,,
station id,water year,year,month,day,daily rain,code,,,,,
255,1974,1974,1,8,2.91,,,,,,
255,1974,1974,1,11,0.03,,,,,,
255,1974,1974,1,12,0.43,,,,,,
255,1974,1974,1,17,0.75,,,,,,
255,1974,1974,1,19,0.03,,,,,,
255,1974,1974,1,21,0.09,,,,,,
255,1974,1974,2,13,0.02,,,,,,
255,1974,1974,2,23,0.03,,,,,,
255,1974,1974,3,1,0.28,,,,,,
255,1974,1974,3,3,3.04,,,,,,
255,1974,1974,3,7,0.09,,,,,,
255,1974,1974,3,8,1.59,,,,,,
255,1974,1974,3,26,0.20,,,,,,
255,1974,1974,3,27,1.32,,,,,,
255,1974,1974,3,29,0.08,,,,,,
255,1974,1974,3,30,0.31,,,,,,
255,1974,1974,4,2,0.68,,,,,,
255,1974,1974,4,9,0.02,,,,,,
255,1974,1974,4,24,0.20,,,,,,
255,1974,1974,7,30,0.04,,,,,,
255,1975,1974,10,2,0.23,,,,,,
255,1975,1974,10,30,1.13,,,,,,
255,1975,1974,11,3,0.05,,,,,,
255,1975,1974,11,21,0.14,,,,,,
255,1975,1974,12,4,8.80,,,,,,
255,1975,1974,12,31,2.82,,,,,,
255,1975,1975,1,11,0.07,,,,,,
255,1975,1975,2,4,6.30,,,,,,
255,1975,1975,2,8,0.25,,,,,,
255,1975,1975,2,16,3.60,,,,,,
255,1975,1975,3,8,9.85,,,,,,
255,1975,1975,3,11,0.62,,,,,,
255,1975,1975,3,16,0.72,,,,,,
255,1975,1975,3,22,0.70,,,,,,
255,1975,1975,4,5,1.50,,,,,,
255,1975,1975,4,9,0.70,,,,,,
255,1975,1975,4,15,0.35,,,,,,
255,1975,1975,5,20,0.18,,,,,,
255,1976,1975,10,12,0.59,,,,,,
255,1976,1975,10,31,0.26,,,,,,
255,1976,1975,11,30,0.52,,,,,,
255,1976,1975,12,10,0.25,,,,,,
255,1976,1976,2,8,5.89,,,,,,
255,1976,1976,2,11,7.95,,,,,,
255,1976,1976,2,15,0.08,,,,,,
255,1976,1976,2,21,0.03,,,,,,
255,1976,1976,2,25,0.15,,,,,,
255,1976,1976,3,6,3.85,,,,,,
255,1976,1976,3,10,0.09,,,,,,
255,1976,1976,4,7,0.37,,,,,,
255,1976,1976,4,10,0.64,,,,,,
255,1976,1976,4,14,1.00,,,,,,
255,1976,1976,4,16,0.10,,,,,,
255,1976,1976,6,10,0.24,,,,,,
255,1977,1976,9,6,0.30,,,,,,
255,1977,1976,9,11,3.62,,,,,,
255,1977,1976,9,12,0.05,,,,,,
255,1977,1976,10,3,2.65,,,,,,
255,1977,1976,11,12,0.56,,,,,,
255,1977,1976,11,20,0.02,,,,,,
255,1977,1976,12,31,1.32,,,,,,
255,1977,1977,1,4,3.80,,,,,,
255,1977,1977,1,7,2.05,,,,,,
255,1977,1977,3,26,2.20,,,,,,
255,1977,1977,5,1,0.60,,,,,,
255,1977,1977,5,7,0.67,,,,,,
255,1977,1977,5,10,5.12,,,,,,
255,1977,1977,5,15,0.20,,,,,,
255,1977,1977,8,17,0.66,,,,,,
255,1978,1977,11,6,0.25,,,,,,
255,1978,1977,12,18,2.25,,,,,,
255,1978,1977,12,25,0.74,,,,,,
255,1978,1977,12,28,10.70,,,,,,
255,1978,1977,12,31,0.11,,,,,,
255,1978,1978,1,6,2.19,,,,,,
255,1978,1978,1,10,2.80,,,,,,
255,1978,1978,1,13,0.95,,,,,,
255,1978,1978,1,15,5.58,,,,,,
255,1978,1978,1,17,4.64,,,,,,
255,1978,1978,1,20,0.51,,,,,,
255,1978,1978,2,10,12.31,,,,,,
255,1978,1978,2,17,2.97,,,,,,
255,1978,1978,2,27,1.49,,,,,,
255,1978,1978,3,1,4.50,,,,,,
255,1978,1978,3,3,2.50,,,,,,
255,1978,1978,3,4,8.15,,,,,,
255,1978,1978,3,5,1.10,,,,,,
255,1978,1978,3,7,0.05,,,,,,
255,1978,1978,3,10,0.80,,,,,,
255,1978,1978,3,11,0.06,,,,,,
255,1978,1978,3,21,0.50,,,,,,
255,1978,1978,3,22,1.85,,,,,,
255,1978,1978,3,31,3.43,,,,,,
255,1978,1978,4,4,0.76,,,,,,
255,1978,1978,4,7,1.20,,,,,,
255,1978,1978,4,14,0.05,,,,,,
255,1978,1978,4,15,3.13,,,,,,
255,1978,1978,4,26,0.55,,,,,,
255,1979,1978,9,4,1.55,,,,,,
255,1979,1978,9,5,0.11,,,,,,
255,1979,1978,11,11,1.04,,,,,,
255,1979,1978,11,13,0.36,,,,,,
255,1979,1978,11,21,0.25,,,,,,
255,1979,1978,11,22,1.25,,,,,,
255,1979,1978,11,23,0.38,,,,,,
255,1979,1978,12,2,0.05,,,,,,
255,1979,1978,12,19,2.96,,,,,,
255,1979,1979,1,3,0.07,,,,,,
255,1979,1979,1,4,2.00,,,,,,
255,1979,1979,1,5,1.20,,,,,,
255,1979,1979,1,15,1.30,,,,,,
255,1979,1979,1,16,1.16,,,,,,
255,1979,1979,1,18,0.32,,,,,,
255,1979,1979,1,29,0.25,,,,,,
255,1979,1979,1,30,0.21,,,,,,
255,1979,1979,1,31,1.00,,,,,,
255,1979,1979,2,1,0.84,,,,,,
255,1979,1979,2,2,1.02,,,,,,
255,1979,1979,2,13,2.10,,,,,,
255,1979,1979,2,16,0.10,,,,,,
255,1979,1979,2,20,1.98,,,,,,
255,1979,1979,2,22,1.00,,,,,,
255,1979,1979,3,1,0.62,,,,,,
255,1979,1979,3,13,0.10,,,,,,
255,1979,1979,3,16,0.37,,,,,,
255,1979,1979,3,17,0.81,,,,,,
255,1979,1979,3,19,0.04,,,,,,
255,1979,1979,3,20,0.28,,,,,,
255,1979,1979,3,21,0.06,,,,,,
255,1979,1979,3,27,3.45,,,,,,
255,1979,1979,3,28,1.65,,,,,,
255,1979,1979,3,29,1.09,,,,,,
255,1979,1979,8,29,0.05,,,,,,
255,1980,1979,9,29,0.79,,,,,,
255,1980,1979,10,20,0.93,,,,,,
255,1980,1979,10,26,0.03,,,,,,
255,1980,1979,11,4,0.23,,,,,,
255,1980,1979,11,8,0.78,,,,,,
255,1980,1979,11,17,0.09,,,,,,
255,1980,1979,11,23,0.02,,,,,,
255,1980,1979,12,19,0.15,,,,,,
255,1980,1979,12,25,2.52,,,,,,
255,1980,1979,12,31,0.04,,,,,,
255,1980,1980,1,7,0.02,,,,,,
255,1980,1980,1,8,0.03,,,,,,
255,1980,1980,1,9,3.04,,,,,,
255,1980,1980,1,10,1.90,,,,,,
255,1980,1980,1,11,2.00,,,,,,
255,1980,1980,1,12,0.84,,,,,,
255,1980,1980,1,13,0.13,,,,,,
255,1980,1980,1,14,1.35,,,,,,
255,1980,1980,1,15,0.38,,,,,,
255,1980,1980,1,16,0.04,,,,,,
255,1980,1980,1,17,0.14,,,,,,
255,1980,1980,1,18,0.21,,,,,,
255,1980,1980,1,28,0.02,,,,,,
255,1980,1980,1,29,1.11,,,,,,
255,1980,1980,2,13,0.16,,,,,,
255,1980,1980,2,14,0.87,,,,,,
255,1980,1980,2,15,1.67,,,,,,
255,1980,1980,2,16,2.87,,,,,,
255,1980,1980,2,17,7.02,,,,,,
255,1980,1980,2,18,3.70,,,,,,
255,1980,1980,2,19,1.83,,,,,,
255,1980,1980,2,20,0.78,,,,,,
255,1980,1980,2,29,0.11,,,,,,
255,1980,1980,3,3,2.23,,,,,,
255,1980,1980,3,4,0.07,,,,,,
255,1980,1980,3,6,2.32,,,,,,
255,1980,1980,3,7,0.19,,,,,,
255,1980,1980,3,11,0.24,,,,,,
255,1980,1980,3,26,0.24,,,,,,
255,1980,1980,4,6,0.21,,,,,,
255,1980,1980,4,23,0.29,,,,,,
255,1980,1980,4,29,0.69,,,,,,
255,1980,1980,5,1,0.33,,,,,,
255,1980,1980,5,10,0.43,,,,,,
255,1980,1980,5,21,0.04,,,,,,
255,1980,1980,7,1,0.17,,,,,,
255,1980,1980,7,2,0.06,,,,,,
255,1981,1980,12,4,1.98,,,,,,
255,1981,1980,12,5,0.45,,,,,,
255,1981,1981,1,12,0.02,,,,,,
255,1981,1981,1,23,1.30,,,,,,
255,1981,1981,1,24,0.12,,,,,,
255,1981,1981,1,28,4.77,,,,,,
255,1981,1981,1,29,1.76,,,,,,
255,1981,1981,1,30,0.55,,,,,,
255,1981,1981,2,9,1.85,,,,,,
255,1981,1981,2,10,0.09,,,,,,
255,1981,1981,2,26,1.15,,,,,,
255,1981,1981,3,1,2.40,,,,,,
255,1981,1981,3,2,1.75,,,,,,
255,1981,1981,3,3,0.39,,,,,,
255,1981,1981,3,5,2.94,,,,,,
255,1981,1981,3,10,0.02,,,,,,
255,1981,1981,3,14,0.18,,,,,,
255,1981,1981,3,19,0.21,,,,,,
255,1981,1981,3,20,1.99,,,,,,
255,1981,1981,3,21,0.32,,,,,,
255,1981,1981,3,22,0.85,,,,,,
255,1981,1981,3,23,0.34,,,,,,
255,1981,1981,3,26,0.10,,,,,,
255,1981,1981,3,27,0.07,,,,,,
255,1981,1981,4,18,0.44,,,,,,
255,1981,1981,4,19,0.91,,,,,,
255,1981,1981,4,20,0.28,,,,,,
255,1982,1981,10,1,0.35,,,,,,
255,1982,1981,10,2,0.02,,,,,,
255,1982,1981,10,11,0.03,,,,,,
255,1982,1981,10,29,0.51,,,,,,
255,1982,1981,11,6,0.03,,,,,,
255,1982,1981,11,14,1.11,,,,,,
255,1982,1981,11,15,0.24,,,,,,
255,1982,1981,11,17,0.02,,,,,,
255,1982,1981,11,18,0.05,,,,,,
255,1982,1981,11,27,1.24,,,,,,
255,1982,1981,11,28,1.38,,,,,,
255,1982,1981,11,29,0.29,,,,,,
255,1982,1981,12,21,0.02,,,,,,
255,1982,1981,12,30,0.76,,,,,,
255,1982,1982,1,1,0.52,,,,,,
255,1982,1982,1,2,0.25,,,,,,
255,1982,1982,1,3,0.07,,,,,,
255,1982,1982,1,5,1.43,,,,,,
255,1982,1982,1,6,0.03,,,,,,
255,1982,1982,1,11,0.03,,,,,,
255,1982,1982,1,20,1.10,,,,,,
255,1982,1982,1,21,2.14,,,,,,
255,1982,1982,1,22,0.11,,,,,,
255,1982,1982,1,27,0.04,,,,,,
255,1982,1982,1,29,0.18,,,,,,
255,1982,1982,2,9,0.04,,,,,,
255,1982,1982,2,10,0.64,,,,,,
255,1982,1982,2,16,0.17,,,,,,
255,1982,1982,3,2,0.88,,,,,,
255,1982,1982,3,3,0.39,,,,,,
255,1982,1982,3,8,0.09,,,,,,
255,1982,1982,3,11,0.41,,,,,,
255,1982,1982,3,12,1.65,,,,,,
255,1982,1982,3,14,1.39,,,,,,
255,1982,1982,3,15,1.10,,,,,,
255,1982,1982,3,16,0.54,,,,,,
255,1982,1982,3,17,1.25,,,,,,
255,1982,1982,3,19,1.29,,,,,,
255,1982,1982,3,26,0.47,,,,,,
255,1982,1982,3,27,0.02,,,,,,
255,1982,1982,3,29,0.42,,,,,,
255,1982,1982,3,30,0.71,,,,,,
255,1982,1982,3,31,0.10,,,,,,
255,1982,1982,4,1,2.82,,,,,,
255,1982,1982,4,2,0.15,,,,,,
255,1982,1982,4,10,0.11,,,,,,
255,1982,1982,4,11,1.31,,,,,,
255,1982,1982,4,12,1.15,,,,,,
255,1982,1982,5,5,0.04,,,,,,
255,1983,1982,9,9,0.84,,,,,,
255,1983,1982,9,10,0.15,,,,,,
255,1983,1982,9,15,0.06,,,,,,
255,1983,1982,9,16,1.02,,,,,,
255,1983,1982,9,17,0.03,,,,,,
255,1983,1982,9,24,0.04,,,,,,
255,1983,1982,9,26,1.40,,,,,,
255,1983,1982,9,27,0.06,,,,,,
255,1983,1982,10,24,0.11,,,,,,
255,1983,1982,10,26,0.82,,,,,,
255,1983,1982,10,31,0.62,,,,,,
255,1983,1982,11,9,0.19,,,,,,
255,1983,1982,11,10,2.17,,,,,,
255,1983,1982,11,11,0.03,,,,,,
255,1983,1982,11,15,0.34,,,,,,
255,1983,1982,11,19,3.23,,,,,,
255,1983,1982,11,23,0.34,,,,,,
255,1983,1982,11,24,0.17,,,,,,
255,1983,1982,11,28,0.13,,,,,,
255,1983,1982,11,29,0.68,,,,,,
255,1983,1982,11,30,5.16,,,,,,
255,1983,1982,12,1,0.52,,,,,,
255,1983,1982,12,22,2.00,,,,,,
255,1983,1982,12,23,5.19,,,,,,
255,1983,1983,1,18,0.04,,,,,,
255,1983,1983,1,19,1.30,,,,,,
255,1983,1983,1,22,0.72,,,,,,
255,1983,1983,1,23,4.78,,,,,,
255,1983,1983,1,24,3.54,,,,,,
255,1983,1983,1,25,0.23,,,,,,
255,1983,1983,1,27,5.35,,,,,,
255,1983,1983,1,28,0.43,,,,,,
255,1983,1983,1,29,2.03,,,,,,
255,1983,1983,2,3,0.43,,,,,,
255,1983,1983,2,6,0.60,,,,,,
255,1983,1983,2,7,0.49,,,,,,
255,1983,1983,2,8,2.61,,,,,,
255,1983,1983,2,13,0.97,,,,,,
255,1983,1983,2,19,0.03,,,,,,
255,1983,1983,2,24,0.37,,,,,,
255,1983,1983,2,26,1.97,,,,,,
255,1983,1983,2,27,2.75,,,,,,
255,1983,1983,2,28,0.95,,,,,,
255,1983,1983,3,1,3.25,,,,,,
255,1983,1983,3,2,4.53,,,,,,
255,1983,1983,3,3,0.41,,,,,,
255,1983,1983,3,4,0.49,,,,,,
255,1983,1983,3,6,0.16,,,,,,
255,1983,1983,3,7,0.10,,,,,,
255,1983,1983,3,14,0.45,,,,,,
255,1983,1983,3,17,0.55,,,,,,
255,1983,1983,3,18,0.66,,,,,,
255,1983,1983,3,19,0.76,,,,,,
255,1983,1983,3,20,0.07,,,,,,
255,1983,1983,3,21,1.37,,,,,,
255,1983,1983,3,23,0.39,,,,,,
255,1983,1983,3,24,1.17,,,,,,
255,1983,1983,3,25,0.13,,,,,,
255,1983,1983,3,30,0.30,,,,,,
255,1983,1983,4,18,2.85,,,,,,
255,1983,1983,4,19,1.76,,,,,,
255,1983,1983,4,20,1.92,,,,,,
255,1983,1983,4,21,3.06,,,,,,
255,1983,1983,4,24,0.12,,,,,,
255,1983,1983,4,28,0.74,,,,,,
255,1983,1983,4,29,0.78,,,,,,
255,1983,1983,4,30,0.57,,,,,,
255,1983,1983,5,1,0.11,,,,,,
255,1983,1983,5,2,0.06,,,,,,
255,1983,1983,8,15,0.24,,,,,,
255,1983,1983,8,19,1.43,,,,,,
255,1983,1983,8,20,0.17,,,,,,
255,1984,1983,9,21,0.08,,,,,,
255,1984,1983,9,22,0.02,,,,,,
255,1984,1983,9,29,0.05,,,,,,
255,1984,1983,9,30,0.97,,,,,,
255,1984,1983,10,1,7.57,,,,,,
255,1984,1983,10,2,0.04,,,,,,
255,1984,1983,10,7,0.09,,,,,,
255,1984,1983,10,9,0.03,,,,,,
255,1984,1983,11,1,0.36,,,,,,
255,1984,1983,11,2,1.25,,,,,,
255,1984,1983,11,11,1.32,,,,,,
255,1984,1983,11,12,0.71,,,,,,
255,1984,1983,11,13,0.32,,,,,,
255,1984,1983,11,14,0.08,,,,,,
255,1984,1983,11,17,0.02,,,,,,
255,1984,1983,11,18,0.09,,,,,,
255,1984,1983,11,20,0.14,,,,,,
255,1984,1983,11,21,0.10,,,,,,
255,1984,1983,11,24,0.38,,,,,,
255,1984,1983,11,25,1.80,,,,,,
255,1984,1983,12,1,0.19,,,,,,
255,1984,1983,12,4,1.56,,,,,,
255,1984,1983,12,10,1.70,,,,,,
255,1984,1983,12,12,0.39,,,,,,
255,1984,1983,12,25,4.80,,,,,,
255,1984,1983,12,26,0.97,,,,,,
255,1984,1983,12,27,0.06,,,,,,
255,1984,1984,1,16,0.06,,,,,,
255,1984,1984,1,17,0.21,,,,,,
255,1984,1984,2,2,0.37,,,,,,
255,1984,1984,2,10,0.03,,,,,,
255,1984,1984,2,16,0.05,,,,,,
255,1984,1984,3,14,1.06,,,,,,
255,1984,1984,4,5,0.08,,,,,,
255,1984,1984,4,6,0.07,,,,,,
255,1984,1984,4,19,0.18,,,,,,
255,1984,1984,8,16,0.14,,,,,,
255,1984,1984,8,26,0.13,,,,,,
255,1985,1984,9,12,0.45,,,,,,
255,1985,1984,9,23,0.06,,,,,,
255,1985,1984,9,24,0.02,,,,,,
255,1985,1984,10,12,0.11,,,,,,
255,1985,1984,10,17,0.54,,,,,,
255,1985,1984,11,8,0.90,,,,,,
255,1985,1984,11,13,1.82,,,,,,
255,1985,1984,11,14,0.14,,,,,,
255,1985,1984,11,16,0.29,,,,,,
255,1985,1984,11,17,0.16,,,,,,
255,1985,1984,11,18,0.04,,,,,,
255,1985,1984,11,23,0.05,,,,,,
255,1985,1984,11,24,0.08,,,,,,
255,1985,1984,11,25,0.86,,,,,,
255,1985,1984,11,28,0.58,,,,,,
255,1985,1984,12,3,0.38,,,,,,
255,1985,1984,12,6,0.05,,,,,,
255,1985,1984,12,9,0.03,,,,,,
255,1985,1984,12,10,0.32,,,,,,
255,1985,1984,12,11,0.58,,,,,,
255,1985,1984,12,16,2.45,,,,,,
255,1985,1984,12,18,0.10,,,,,,
255,1985,1984,12,19,1.04,,,,,,
255,1985,1984,12,20,1.35,,,,,,
255,1985,1984,12,27,0.04,,,,,,
255,1985,1985,1,7,0.18,,,,,,
255,1985,1985,1,8,0.21,,,,,,
255,1985,1985,1,10,0.30,,,,,,
255,1985,1985,1,29,0.33,,,,,,
255,1985,1985,2,2,0.20,,,,,,
255,1985,1985,2,8,0.11,,,,,,
255,1985,1985,2,9,2.82,,,,,,
255,1985,1985,3,2,0.07,,,,,,
255,1985,1985,3,3,0.23,,,,,,
255,1985,1985,3,6,0.29,,,,,,
255,1985,1985,3,7,0.84,,,,,,
255,1985,1985,3,10,0.08,,,,,,
255,1985,1985,3,11,0.13,,,,,,
255,1985,1985,3,18,0.19,,,,,,
255,1985,1985,3,27,0.97,,,,,,
255,1985,1985,3,28,0.19,,,,,,
255,1985,1985,4,18,0.24,,,,,,
255,1985,1985,4,21,0.02,,,,,,
255,1985,1985,4,22,0.04,,,,,,
255,1986,1985,9,4,0.12,,,,,,
255,1986,1985,9,26,0.11,,,,,,
255,1986,1985,9,27,0.04,,,,,,
255,1986,1985,9,28,0.02,,,,,,
255,1986,1985,10,6,0.07,,,,,,
255,1986,1985,10,10,0.29,,,,,,
255,1986,1985,10,21,0.13,,,,,,
255,1986,1985,10,22,0.58,,,,,,
255,1986,1985,11,11,2.04,,,,,,
255,1986,1985,11,12,0.12,,,,,,
255,1986,1985,11,25,2.62,,,,,,
255,1986,1985,11,26,1.04,,,,,,
255,1986,1985,11,29,1.20,,,,,,
255,1986,1985,11,30,1.03,,,,,,
255,1986,1985,12,2,0.69,,,,,,
255,1986,1985,12,3,0.49,,,,,,
255,1986,1985,12,29,0.12,,,,,,
255,1986,1985,12,30,0.13,,,,,,
255,1986,1986,1,4,0.31,,,,,,
255,1986,1986,1,5,0.43,,,,,,
255,1986,1986,1,6,0.05,,,,,,
255,1986,1986,1,30,2.42,,,,,,
255,1986,1986,1,31,0.43,,,,,,
255,1986,1986,2,1,1.08,,,,,,
255,1986,1986,2,3,0.20,,,,,,
255,1986,1986,2,4,0.02,,,,,,
255,1986,1986,2,8,0.04,,,,,,
255,1986,1986,2,12,0.21,,,,,,
255,1986,1986,2,13,3.41,,,,,,
255,1986,1986,2,14,1.83,,,,,,
255,1986,1986,2,15,3.79,,,,,,
255,1986,1986,2,16,0.46,,,,,,
255,1986,1986,2,17,0.03,,,,,,
255,1986,1986,2,18,0.58,,,,,,
255,1986,1986,2,19,1.77,,,,,,
255,1986,1986,3,8,0.34,,,,,,
255,1986,1986,3,9,1.56,,,,,,
255,1986,1986,3,10,1.66,,,,,,
255,1986,1986,3,11,0.84,,,,,,
255,1986,1986,3,12,0.25,,,,,,
255,1986,1986,3,14,0.58,,,,,,
255,1986,1986,3,16,2.50,,,,,,
255,1986,1986,3,17,0.54,,,,,,
255,1986,1986,4,1,0.07,,,,,,
255,1986,1986,4,2,0.02,,,,,,
255,1986,1986,4,6,0.86,,,,,,
255,1986,1986,4,7,0.55,,,,,,
255,1986,1986,4,8,0.50,,,,,,
255,1987,1986,9,24,0.16,,,,,,
255,1987,1986,9,25,1.77,,,,,,
255,1987,1986,10,9,0.01,,,,,,
255,1987,1986,11,18,1.76,,,,,,
255,1987,1986,11,19,0.21,,,,,,
255,1987,1986,12,4,0.41,,,,,,
255,1987,1986,12,20,0.01,,,,,,
255,1987,1986,12,23,0.02,,,,,,
255,1987,1987,1,4,1.34,,,,,,
255,1987,1987,1,5,0.83,,,,,,
255,1987,1987,1,7,0.87,,,,,,
255,1987,1987,1,30,0.17,,,,,,
255,1987,1987,1,31,0.10,,,,,,
255,1987,1987,2,9,0.18,,,,,,
255,1987,1987,2,10,1.49,,,,,,
255,1987,1987,2,11,0.02,,,,,,
255,1987,1987,2,13,0.16,,,,,,
255,1987,1987,2,14,0.85,,,,,,
255,1987,1987,2,15,0.24,,,,,,
255,1987,1987,2,22,0.17,,,,,,
255,1987,1987,2,24,0.19,,,,,,
255,1987,1987,2,25,0.17,,,,,,
255,1987,1987,2,26,0.58,,,,,,
255,1987,1987,3,5,1.48,,,,,,
255,1987,1987,3,6,3.72,,,,,,
255,1987,1987,3,7,0.10,,,,,,
255,1987,1987,3,13,0.15,,,,,,
255,1987,1987,3,14,0.19,,,,,,
255,1987,1987,3,15,0.02,,,,,,
255,1987,1987,3,16,0.03,,,,,,
255,1987,1987,3,21,0.27,,,,,,
255,1987,1987,3,22,0.47,,,,,,
255,1987,1987,4,30,0.11,,,,,,
255,1987,1987,5,1,0.02,,,,,,
255,1987,1987,5,21,0.07,,,,,,
255,1987,1987,6,6,0.08,,,,,,
255,1987,1987,7,17,0.07,,,,,,
255,1988,1987,10,22,0.11,,,,,,
255,1988,1987,10,23,1.79,,,,,,
255,1988,1987,10,24,0.73,,,,,,
255,1988,1987,10,28,0.34,,,,,,
255,1988,1987,10,29,0.19,,,,,,
255,1988,1987,10,30,0.05,,,,,,
